State,District,Area (sq km),Households,Total Population,Total Males,Total Females,Literate Population,Literate Males,Literate Females,Illiterate Population,Males Illiterates,Female Illiterates,Total Working Population,Total Working Males,Total Working Females,Unemployed Population,Unemployed Males,Unemployed Females,ST,SC,Hindus,Muslims,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Households.1,Rural_Households,Urban_Households,Households_with_Internet,MPI HCR
CHHATTISGARH,Raipur,12383.0,871225,4063872,2048186,2015686,2629749,1493158,660109,1434123,555028,879095,1757664,1099964,657700,2306208,948222,1357986,476446,724250,3881485,103038,16707,8397,17137,10680,3247,1068500,673499,395001,20261,21.82%
MADHYA PRADESH,Raisen,8466.0,278895,1331597,700358,631239,820220,479093,447808,511377,221265,290112,517838,370366,147472,813759,329992,483767,205006,225891,1195235,120331,2262,253,10637,190,964,325713,251272,74441,1141,34.52%
MADHYA PRADESH,Rajgarh,6153.0,345297,1545814,790212,755602,804245,488797,2410297,741569,301415,440154,745603,429768,315835,800211,360444,439767,53751,295718,1433879,106928,460,121,1599,50,1534,401717,331894,69823,1611,41.77%
GUJARAT,Rajkot,11198.0,786586,3804558,1974445,1830113,2725056,1514075,450405,1079502,460370,619132,1479050,1159480,319570,2325508,814965,1510543,24017,290169,3397406,361388,1918,1170,33591,269,3338,1181006,459474,721532,21785,8.57%
CHHATTISGARH,Rajnandgaon,8070.0,318488,1537133,762855,774278,1008379,561355,1210981,528754,201500,327254,800092,436611,363481,737041,326244,410797,405194,156623,1399658,23648,3761,28541,8187,67444,701,390132,313604,76528,2111,23.14%
JAMMU AND KASHMIR,Rajouri,2630.0,130401,642415,345351,297064,364109,224469,601394,278306,120882,157424,290912,184752,106160,351503,160599,190904,232815,48157,221880,402879,15513,189,26,3,942,213578,196070,17508,673,27.41%
RAJASTHAN,Rajsamand,4655.0,243078,1156597,581339,575258,619139,383334,172057,537458,198005,339453,550831,319534,231297,605766,261805,343961,160809,148168,1105676,33677,260,100,14966,68,1091,365676,304622,61054,1989,29.42%
KARNATAKA,Ramanagara,3516.0,260533,1082636,548008,534628,674758,378461,795837,407878,169547,238331,531459,344349,187110,551177,203659,347518,22946,203819,959260,114311,383,104,859,57,1272,351784,266950,84834,2844,8.73%
TAMIL NADU,Ramanathapuram,4104.0,323905,1353445,682658,670787,978946,536487,437279,374499,146171,228328,602977,392751,210226,750468,289907,460561,1105,249008,1047411,208038,154,86,29,36,6552,417239,290478,126761,5172,6.53%
JAMMU AND KASHMIR,Ramban,1329.0,55490,283713,149132,134581,124065,82938,799884,159648,66194,93454,87212,68476,18736,196501,80656,115845,39772,13920,81026,200516,753,43,3,252,706,89622,84281,5341,417,35.26%
JHARKHAND,Ramgarh,1341.0,179375,949443,494230,455213,596497,350031,676772,352946,144199,208747,312125,234202,77923,637318,260028,377290,201166,106356,774251,129037,5093,69,537,32378,818,252625,134067,118558,2876,29.57%
UTTAR PRADESH,Rampur,2367.0,393736,2335819,1223889,1111930,1043666,630408,717763,1292153,593481,698672,737261,609693,127568,1598558,614196,984362,358,307936,1073890,1181337,65316,384,1307,63,4321,539992,396775,143217,3847,38.89%
JHARKHAND,Ranchi,5097.0,569444,2914253,1494937,1419316,1911433,1085244,582751,1002820,409693,593127,1142867,743967,398900,1771386,750970,1020416,1042016,152943,1612239,410759,4826,932,2733,677445,11345,730982,420740,310242,22538,27.60%
ANDHRA PRADESH,Rangareddy,7493.0,1235341,5296741,2701008,2595733,3538028,1948784,408136,1758713,752224,1006489,2196078,1488916,707162,3100663,1212092,1888571,218757,652042,4458858,617518,8062,2041,3536,1629,61060,1561322,432098,1129224,142879,5.31%
MADHYA PRADESH,Ratlam,4861.0,296683,1455069,738241,716828,825880,485090,1278993,629189,253151,376038,690980,411446,279534,764089,326795,437294,409865,198612,1267043,151071,1353,175,29353,123,1955,373867,266716,107151,3644,41.48%
MAHARASHTRA,Ratnagiri,8208.0,397115,1615069,761121,853948,1199392,619012,158569,415677,142109,273568,714076,407008,307068,900993,354113,546880,20374,66948,1307211,187197,230,113467,3347,95,1532,639362,538538,100824,7752,18.47%
ORISSA,Rayagada,7073.0,226144,967911,471960,495951,407735,241959,495229,560176,230001,330175,467122,258032,209090,500789,213928,286861,541905,139514,874445,4607,219,249,123,44,3308,286548,237343,49205,1553,48.14%
JAMMU AND KASHMIR,Reasi,1719.0,56689,314667,166461,148206,150542,93937,63654,164125,72524,91601,144767,88755,56012,169900,77706,92194,88365,37757,153898,156275,3107,15,7,3,154,107833,95572,12261,602,21.92%
MADHYA PRADESH,Rewa,6314.0,526065,2365106,1225100,1140006,1441757,845572,462438,923349,379528,543821,991946,617184,374762,1373160,607916,765244,311985,383508,2268838,85414,832,986,655,232,6185,618399,523910,94489,3406,36.94%
HARYANA,Rewari,1594.0,178043,900332,474335,425997,636947,375453,515129,263385,98882,164503,337727,235326,102401,562605,239009,323596,0,182606,889133,5713,1804,202,1525,12,1242,268754,199449,69305,5121,11.08%
MEGHALAYA,Ribhoi,2448.0,46872,258840,132531,126309,155859,80977,1883942,102981,51554,51427,106473,63871,42602,152367,68660,83707,230081,590,30945,1838,166,428,49,6308,598,63724,57988,5736,291,46.31%
HARYANA,Rohtak,1745.0,206988,1061204,568479,492725,747582,436025,221029,313622,132454,181168,345967,272646,73321,715237,295833,419404,0,216889,1043887,8185,3916,200,3491,24,769,306942,175203,131739,8482,13.72%
BIHAR,Rohtas,3881.0,460345,2959918,1543546,1416372,1799832,1061783,17731,1160086,481763,678323,924879,707939,216940,2035039,835607,1199432,31650,549546,2645415,300487,2569,1584,252,537,6185,608061,512383,95678,4594,40.74%
UTTARAKHAND,Rudraprayag,1984.0,53542,242285,114589,127696,170933,91803,46032,71352,22786,48566,113032,52339,60693,129253,62250,67003,386,47679,240170,1486,38,9,4,44,363,117159,112705,4454,418,13.91%
PUNJAB,Rupnagar,1356.0,135635,684627,357485,327142,502731,278534,80709,181896,78951,102945,233676,186910,46766,450951,170575,280376,0,180905,304481,14492,361045,118,653,143,1601,208699,148162,60537,6600,2.01%
GUJARAT,Sabar Kantha,7394.0,481414,2428589,1244231,1184358,1578734,918625,394410,849855,325606,524249,1084878,681435,403443,1343711,562796,780915,542156,187685,2260560,148563,614,168,11110,52,1147,665533,544024,121509,5262,24.85%
MADHYA PRADESH,Sagar,10252.0,517850,2378458,1256257,1122201,1545719,908607,570528,832739,347650,485089,1006035,682077,323958,1372423,574180,798243,221936,501630,2198297,103480,4146,991,62992,168,2804,613915,448408,165507,4546,40.07%
UTTAR PRADESH,Saharanpur,3689.0,597656,3466382,1834106,1632276,2077108,1220114,1262659,1389274,613992,775282,1037344,911136,126208,2429038,922970,1506068,980,764450,1966892,1454052,18627,1937,10208,135,8008,889238,605082,284156,9699,28.52%
BIHAR,Saharsa,1687.0,368979,1900661,997174,903487,804996,506374,830982,1095665,490800,604865,649898,456724,193174,1250763,540450,710313,6009,317249,1629254,266620,197,60,109,8,3121,470697,432651,38046,1668,61.46%
JHARKHAND,Sahibganj,2063.0,227023,1150567,589391,561176,483263,287303,652304,667304,302088,365216,490202,295690,194512,660365,293701,366664,308343,72341,628044,398243,198,245,125,38426,2078,260993,223450,37543,591,55.72%
PUNJAB,Sahibzada Ajit Singh Nagar,1094.0,205411,994628,529253,465375,736575,409944,382214,258053,119309,138744,355995,283367,72628,638633,245886,392747,0,216231,476276,29488,478908,257,1257,239,2861,291335,117293,174042,25944,5.05%
MIZORAM,Saiha,1399.0,11144,56574,28594,27980,42233,21861,1044771,14341,6733,7608,19461,12211,7250,37113,16383,20730,54642,83,933,514,11,102,4,2,31,12827,7043,5784,168,12.69%
TAMIL NADU,Salem,5237.0,915967,3482056,1781571,1700485,2285562,1285107,466841,1196494,496464,700030,1694160,1083797,610363,1787896,697774,1090122,119369,580512,3326357,95487,412,174,992,246,4547,1170352,572813,597539,20660,6.56%
BIHAR,Samastipur,2904.0,835493,4261566,2230003,2031563,2142880,1293575,1714588,2118686,936428,1182258,1343400,1037576,305824,2918166,1192427,1725739,1884,803128,3800598,452370,554,292,231,112,5283,1056465,1012979,43486,5379,55.87%
JAMMU AND KASHMIR,Samba,904.0,65385,318898,169124,149774,228139,130312,411151,90759,38812,51947,92526,81952,10574,226372,87172,139200,17573,91835,275311,22950,17961,48,16,6,300,114236,94247,19989,992,9.67%
ORISSA,Sambalpur,6624.0,249597,1041099,526877,514222,703691,393192,461406,337408,133685,203723,505840,313161,192679,535259,213716,321543,355261,191827,964188,20120,2506,310,86,1117,2135,315495,220697,94798,5231,24.37%
MAHARASHTRA,Sangli,8572.0,598386,2822143,1435728,1386415,2049467,1121550,313255,772676,314178,458498,1215104,800214,414890,1607039,635514,971525,18333,353093,2440312,239607,1260,38210,87453,769,5434,853673,626872,226801,13212,10.18%
PUNJAB,Sangrur,3625.0,318870,1655169,878029,777140,1002077,570413,706050,653092,307616,345476,568758,485129,83629,1086411,392900,693511,0,461609,389410,179116,1077438,268,3222,1038,2271,448944,292156,156788,10736,7.12%
UTTAR PRADESH,Sant Kabir Nagar,1646.0,256645,1715183,869656,845527,954949,567098,906594,760234,302558,457676,539469,383482,155987,1175714,486174,689540,1593,369039,1300586,404410,447,4393,95,35,3451,352151,324972,27179,2031,43.79%
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1015.0,222403,1578213,807099,771114,910146,546782,934203,668067,260317,407750,470608,343155,127453,1107605,463944,643661,1873,353103,1368291,203887,199,1562,161,7,2741,339507,293510,45997,2896,42.19%
JHARKHAND,Saraikela-Kharsawan,2657.0,221232,1065056,544411,520645,612993,365332,340192,452063,179079,272984,430051,283281,146770,635005,261130,373875,374642,56195,709016,63588,1114,187,72,280469,2497,285687,217248,68439,2606,47.79%
BIHAR,Saran,2641.0,631097,3951862,2022821,1929041,2157454,1285767,491523,1794408,737054,1057354,1040231,857660,182571,2911631,1165161,1746470,36786,474066,3534772,406449,371,229,322,107,7282,777622,701323,76299,4509,42.80%
MAHARASHTRA,Satara,10480.0,653735,3003741,1510842,1492899,2225694,1201034,496095,778047,309808,468239,1354947,844805,510142,1648794,666037,982757,29635,323236,2691952,146970,1182,141315,12810,676,4428,975471,774522,200949,14093,11.02%
MADHYA PRADESH,Satna,7502.0,478741,2228935,1157495,1071440,1371781,801051,1072901,857154,356444,500710,911349,590487,320862,1317586,567008,750578,319975,398569,2158623,59471,1163,364,3135,1689,2262,576004,461831,114173,3754,34.12%
RAJASTHAN,Sawai Madhopur,4498.0,254716,1335551,704031,631520,741748,486184,1947828,593803,217847,375956,578068,343802,234266,757483,360229,397254,285848,278789,1165505,155681,812,177,9991,42,2398,353321,282057,71264,1887,33.25%
MADHYA PRADESH,Sehore,6578.0,257311,1311332,683743,627589,780362,469208,3635765,530970,214535,316435,586087,364559,221528,725245,319184,406061,145512,271281,1163607,137980,640,357,6232,66,1046,329647,270427,59220,1566,26.69%
MANIPUR,Senapati,3271.0,83411,479148,247323,231825,264477,148012,3352456,214671,99311,115360,233622,124143,109479,245526,123180,122346,419210,1000,43833,1649,140,2409,53,1243,3002,39834,38008,1826,256,33.58%
MADHYA PRADESH,Seoni,8758.0,314767,1379131,695879,683252,864194,485341,1098342,514937,210538,304399,684434,394660,289774,694697,301219,393478,519856,130797,1145052,79739,360,7288,4982,135315,4538,382587,335045,47542,1182,42.55%
MIZORAM,Serchhip,1421.0,12622,64937,32851,32086,54476,27598,880302,10461,5253,5208,32397,18261,14136,32540,14590,17950,62889,32,991,335,6,60,9,35,57,15490,7472,8018,131,3.45%
MADHYA PRADESH,Shahdol,6205.0,251452,1066063,540021,526042,604194,348761,3231513,461869,191260,270609,493057,292402,200655,573006,247619,325387,476008,89733,997073,42426,912,268,1737,19448,1827,291440,233594,57846,1733,43.47%
PUNJAB,Shahid Bhagat Singh Nagar,1282.0,129500,612310,313291,299019,438459,239155,1378535,173851,74136,99715,204329,170252,34077,407981,143039,264942,0,260284,401368,6829,192885,5885,695,266,2903,231551,183168,48383,5264,3.56%
UTTAR PRADESH,Shahjahanpur,4388.0,527501,3006538,1606403,1400135,1490930,915142,731322,1515608,691261,824347,892214,783313,108901,2114324,823090,1291234,508,532673,2412595,527581,51090,2312,301,84,7945,655003,520289,134714,3889,50.52%
MADHYA PRADESH,Shajapur,6195.0,300025,1512681,780520,732161,894612,543509,718240,618069,237011,381058,717871,431857,286014,794810,348663,446147,37836,353914,1321003,174724,631,179,13755,66,1508,386608,312611,73997,1382,33.45%
BIHAR,Sheikhpura,689.0,100701,636342,329743,306599,328676,196431,493506,307666,133312,174354,224655,151569,73086,411687,178174,233513,617,131115,596102,37653,75,41,43,31,2084,132638,108293,24345,631,52.70%
BIHAR,Sheohar,349.0,150144,656246,346673,309573,283698,171645,1259410,372548,175028,197520,216372,166693,49679,439874,179980,259894,318,96655,552492,99342,216,73,52,44,3505,166000,158484,7516,478,60.03%
MADHYA PRADESH,Sheopur,6606.0,146043,687861,361784,326077,328025,208201,1024660,359836,153583,206253,277455,183788,93667,410406,177996,232410,161448,108391,638702,41396,6387,201,379,40,526,176522,150146,26376,273,49.72%
HIMACHAL PRADESH,Shimla,5131.0,184362,814010,425039,388971,612642,342846,580380,201368,82193,119175,430926,258628,172298,383084,166411,216673,8755,215777,791449,11810,4047,3262,185,197,1035,375165,279269,95896,9177,7.46%
KARNATAKA,Shimoga,8478.0,406816,1752753,877415,875338,1263016,674938,317778,489737,202477,287260,780598,534487,246111,972155,342928,629227,65412,308158,1479424,234664,400,120,9234,367,2023,554106,352444,201662,8791,12.64%
MADHYA PRADESH,Shivpuri,10066.0,359969,1726050,919795,806255,900846,573242,1266085,825204,346553,478651,759281,481001,278280,966769,438794,527975,227802,321515,1648749,51200,7151,3421,12171,72,2169,434618,367859,66759,1852,46.09%
UTTAR PRADESH,Shrawasti,1640.0,188289,1117361,593897,523464,423313,276700,927917,694048,317197,376851,403755,293981,109774,713606,299916,413690,5534,189334,768643,343981,407,323,68,56,2456,257274,248770,8504,624,74.35%
JAMMU AND KASHMIR,Shupiyan,312.0,44411,266215,136480,129735,136500,80355,626997,129715,56125,73590,87721,63931,23790,178494,72549,105945,21820,43,3116,262263,178,6,1,6,216,80888,75616,5272,884,6.51%
UTTAR PRADESH,Siddharthnagar,2895.0,379351,2559297,1295095,1264202,1228926,740718,599596,1330371,554377,775994,878898,583633,295265,1680399,711462,968937,12021,408763,1789704,748073,681,11964,179,356,5298,513513,480165,33348,2434,57.24%
MADHYA PRADESH,Sidhi,4851.0,238448,1127033,575912,551121,600785,353030,949591,526248,222882,303366,461760,284289,177471,665273,291623,373650,313304,130202,1077545,34419,128,92,93,12556,1689,276869,250953,25916,837,52.68%
RAJASTHAN,Sikar,7732.0,444816,2677333,1374990,1302343,1652117,995275,683731,1025216,379715,645501,1006504,657854,348650,1670829,717136,953693,75349,418806,2342076,327583,356,177,4050,15,1954,705834,527560,178274,5647,14.27%
JHARKHAND,Simdega,3774.0,118288,599578,300309,299269,343483,191991,1349467,256095,108318,147777,288645,159867,128778,310933,140442,170491,424407,44674,201524,15103,51,753,114,73930,1502,155283,144169,11114,423,49.98%
MAHARASHTRA,Sindhudurg,5207.0,209839,849651,417332,432319,666067,348289,1589244,183584,69043,114541,347178,229676,117502,502473,187656,314817,6976,55586,780384,26264,219,24762,1046,53,1452,340836,295847,44989,3517,15.39%
MADHYA PRADESH,Singrauli,5675.0,243925,1178273,613637,564636,585054,359923,782260,593219,253714,339505,499439,304234,195205,678834,309403,369431,383994,150664,1118998,46574,1422,338,182,6139,2288,287325,228732,58593,2627,51.92%
HIMACHAL PRADESH,Sirmaur,2825.0,98208,529855,276289,253566,362645,205617,840262,167210,70672,96538,280083,169399,110684,249772,106890,142882,11262,160745,476830,33215,15501,2645,236,86,765,192156,171102,21054,2220,10.88%
RAJASTHAN,Sirohi,5136.0,201785,1036346,534231,502115,476806,309900,885233,559540,224331,335209,419829,272196,147633,616517,262035,354482,292470,201863,996562,30479,572,114,6829,56,450,308174,238535,69639,2146,41.71%
HARYANA,Sirsa,4277.0,246571,1295189,682582,612607,782897,456968,728594,512292,225614,286678,502003,369462,132541,793186,313120,480066,0,387381,940255,9524,338962,370,2256,624,1012,338792,245476,93316,6287,14.52%
BIHAR,Sitamarhi,2294.0,736322,3423574,1803252,1620322,1436794,885188,637557,1986780,918064,1068716,1114583,865929,248654,2308991,937323,1371668,2989,405714,2672311,740101,261,253,188,20,7543,856964,807294,49670,3460,63.46%
UTTAR PRADESH,Sitapur,5743.0,801764,4483992,2375264,2108728,2283733,1397702,530885,2200259,977562,1222697,1422602,1171252,251350,3061390,1204012,1857378,1602,1446427,3555450,893725,11611,2663,1410,79,12475,938902,827583,111319,3874,56.71%
TAMIL NADU,Sivaganga,4233.0,338938,1339101,668672,670429,959744,526304,1145371,379357,142368,236989,620171,391305,228866,718930,277367,441563,790,227746,1186078,74310,150,80,109,24,2869,452417,309224,143193,5773,8.64%
ASSAM,Sivasagar,2668.0,248367,1151050,589216,561834,813505,444767,1571644,337545,144449,193096,485717,325071,160646,665333,264145,401188,49039,42347,1007277,95553,902,3953,286,8541,1391,405229,360182,45047,5146,25.55%
BIHAR,Siwan,2219.0,535661,3330464,1675090,1655374,1930175,1115906,1273166,1400289,559184,841105,932416,730396,202020,2398048,944694,1453354,87000,386685,2712635,608282,369,407,359,86,5708,674372,632514,41858,3834,40.55%
HIMACHAL PRADESH,Solan,1936.0,122425,580320,308754,271566,428578,244372,1410759,151742,64382,87360,298737,190001,108736,281583,118753,162830,25645,164536,548579,14678,13926,574,591,110,410,244296,192787,51509,5250,9.10%
MAHARASHTRA,Solapur,14895.0,873167,4317756,2227852,2089904,2910676,1651266,1325715,1407080,576586,830494,1898395,1206933,691462,2419361,1020919,1398442,77592,649745,3795424,441254,1279,35497,28134,568,5718,1156231,779929,376302,15145,12.60%
UTTAR PRADESH,Sonbhadra,6905.0,333174,1862559,971344,891215,985708,601988,796749,876851,369356,507495,730399,463611,266788,1132160,507733,624427,385018,421661,1738769,103567,1649,1747,487,1907,10470,428088,337048,91040,5149,48.35%
HARYANA,Sonipat,2122.0,277726,1450001,781299,668702,998316,589881,820267,451685,191418,260267,523179,391085,132094,926822,390214,536608,0,269935,1390149,45100,4484,336,6033,29,2465,417434,283858,133576,9029,6.35%
ASSAM,Sonitpur,5204.0,392919,1924110,983904,940206,1108572,620525,722067,815538,363379,452159,770606,537195,233411,1153504,446709,706795,232207,109130,1422824,350536,1363,5088,1003,221,4909,547853,483325,64528,4358,25.32%
ANDAMAN AND NICOBAR ISLANDS,South Andaman,2672.0,59064,238142,127283,110859,190266,105794,880792,47876,21489,26387,96831,77563,19268,141311,49720,91591,4091,0,174452,28912,866,135,27,269,444,85532,34901,50631,2789,2.20%
SIKKIM,South District,750.0,30543,146850,76670,70180,106741,59357,972486,40109,17313,22796,74753,45300,29453,72097,31370,40727,41392,6053,84583,1889,151,35053,45,3176,491,39298,31135,8163,591,4.69%
MEGHALAYA,South Garo Hills,1887.0,24527,142334,73170,69164,82062,45003,1183084,60272,28167,32105,53069,32826,20243,89265,40344,48921,134237,319,7036,1050,27,332,10,362,533,39643,35930,3713,179,11.27%
GOA,South Goa,1966.0,151845,640537,322463,318074,502427,264085,1326484,138110,58378,79732,249590,180411,69179,390947,142052,248895,92669,7843,341664,63623,855,542,563,92,1237,251493,88620,162873,17624,4.37%
TRIPURA,South Tripura,3057.0,208127,876001,447544,428457,646810,351082,472024,229191,96462,132729,366845,253229,113616,509156,194315,314841,344835,140168,736015,49258,245,49420,106,808,891,264077,219171,44906,948,17.03%
WEST BENGAL,South Twenty Four Parganas,9960.0,1781221,8161961,4173778,3988183,5531657,3043277,517702,2630304,1130501,1499803,2964494,2356571,607923,5197467,1817207,3380260,96976,2464032,5155545,2903075,2783,2494,972,6065,24529,2180232,1568802,611430,20665,28.10%
NCT OF DELHI,South West,421.0,494439,2292958,1246046,1046912,1787689,1025261,445475,505269,220785,284484,795352,667977,127375,1497606,578069,919537,0,318408,2102743,112691,31692,2784,9215,266,2341,647682,41179,606503,94853,2.17%
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,13076.0,776854,2963557,1492974,1470583,1832189,1011922,402556,1131368,481052,650316,1314561,859880,454681,1648996,633094,1015902,285997,666588,2639737,288378,678,239,2610,146,5567,953513,689137,264376,10201,11.27%
ANDHRA PRADESH,Srikakulam,5837.0,681330,2703114,1341738,1361376,1495381,857824,340300,1207733,483914,723819,1290288,766483,523805,1412826,575255,837571,166118,255664,2666950,9025,193,77,160,106,7724,902436,752752,149684,3988,14.01%
JAMMU AND KASHMIR,Srinagar,1979.0,191678,1236829,651124,585705,748584,431746,302999,488245,219378,268867,407188,333151,74037,829641,317973,511668,8935,1068,42540,1177342,12187,285,74,2,1653,262239,4518,257721,16413,1.51%
ORISSA,Subarnapur,2337.0,151136,610183,311312,298871,398421,230393,589888,211762,80919,130843,286661,181595,105066,323522,129717,193805,57192,156219,605225,1566,58,46,17,6,891,193502,176927,16575,708,28.05%
UTTAR PRADESH,Sultanpur,4436.0,623523,3797117,1914586,1882531,2239902,1300248,499807,1557215,614338,942877,1242632,869838,372794,2554485,1044748,1509737,696,851587,3119590,650261,1629,9989,426,336,10433,889628,839737,49891,5956,36.23%
ORISSA,Sundargarh,9712.0,479109,2093437,1061147,1032290,1342322,750147,481650,751115,311000,440115,873227,584687,288540,1220210,476460,743750,1062349,191660,1532352,71391,5713,710,721,89986,7553,618062,387911,230151,12787,24.76%
BIHAR,Supaul,2425.0,443073,2229076,1155283,1073793,1033283,647672,608181,1195793,507611,688182,877682,551718,325964,1351394,603565,747829,10168,354249,1809936,409251,271,136,546,42,5136,600102,572287,27815,1845,63.90%
GUJARAT,Surat,4549.0,1333200,6081322,3402224,2679098,4571410,2687468,480204,1509912,714756,795156,2553542,2142819,410723,3527780,1259405,2268375,856952,158115,5260193,660772,5703,12902,112835,3920,3945,1899838,369840,1529998,55694,9.22%
GUJARAT,Surendranagar,10423.0,343213,1756268,909917,846351,1093626,643221,587903,662642,266696,395946,723500,504038,219462,1032768,405879,626889,21453,179461,1620282,109681,512,312,22992,128,942,500598,340788,159810,2975,24.97%
CHHATTISGARH,Surguja,15732.0,526049,2359886,1193129,1166757,1187941,694686,588078,1171945,498443,673502,1155807,649888,505919,1204079,543241,660838,1300628,115652,2126195,81442,2303,1287,623,48295,2309,590763,525596,65167,2737,47.37%
MANIPUR,Tamenglong,4391.0,25039,140651,72371,68280,85006,47403,460725,55645,24968,30677,70675,37237,33438,69976,35134,34842,134626,22,2995,589,59,425,57,1144,622,28101,23982,4119,125,37.38%
GUJARAT,Tapi,3139.0,177091,807022,402188,404834,490036,269007,380088,316986,133181,183805,450902,251049,199853,356120,151139,204981,679320,8168,725890,22309,239,1476,1828,408,1942,218489,192272,26217,1601,27.59%
PUNJAB,Tarn Taran,2414.0,203421,1119627,589369,530258,666162,376427,807367,453465,212942,240523,380702,313639,67063,738925,275730,463195,0,377468,60504,3855,1044903,101,650,47,3472,267174,222717,44457,4300,8.32%
ARUNACHAL PRADESH,Tawang,2172.0,10062,49977,29151,20826,26073,17720,3434235,23904,11431,12473,28561,19554,9007,21416,9597,11819,34811,0,11842,787,1164,34920,72,349,67,13182,10730,2452,96,31.25%
UTTARAKHAND,Tehri Garhwal,3642.0,132714,618931,297986,320945,407994,227406,510981,210937,70580,140357,280442,140821,139621,338489,157165,181324,875,102130,609835,7374,290,32,91,109,544,254236,227059,27177,1366,19.53%
MAHARASHTRA,Thane,9558.0,2529165,11060148,5865078,5195070,8227161,4591396,556420,2832987,1273682,1559305,4492767,3363123,1129644,6567381,2501955,4065426,1542451,730089,8716055,1355630,39149,449617,172052,9862,37083,3618151,713994,2904157,256170,15.24%
TAMIL NADU,Thanjavur,3411.0,605363,2405890,1182416,1223474,1790998,944264,802304,614892,238152,376740,974079,680483,293596,1431811,501933,929878,3561,455062,2075870,190814,231,795,1256,148,2805,753372,479070,274302,13495,7.23%
GUJARAT,The Dangs,1766.0,44699,228291,113821,114470,140968,77314,197575,87323,36507,50816,118257,61329,56928,110034,52492,57542,216073,992,203545,3593,69,32,39,560,424,59618,52102,7516,137,57.33%
TAMIL NADU,The Nilgiris,2565.0,197653,735394,360143,375251,569647,299447,898414,165747,60696,105051,349974,212172,137802,385420,147971,237449,32813,235878,569477,78452,338,382,910,87,1138,264105,112126,151979,4561,2.03%
TAMIL NADU,Theni,2868.0,338112,1245899,625683,620216,870080,479403,252322,375819,146280,229539,591642,368900,222742,654257,256783,397474,1835,258200,1148990,56751,152,79,28,74,2251,410623,189328,221295,4667,4.76%
TAMIL NADU,Thiruvallur,3394.0,946949,3728104,1876062,1852042,2791721,1495711,599009,936383,380351,556032,1538054,1103563,434491,2190050,772499,1417551,47243,821646,3325823,143093,1422,951,3693,530,18959,1119433,387237,732196,75634,2.53%
KERALA,Thiruvananthapuram,2189.0,837877,3301427,1581678,1719749,2785408,1354857,203252,516019,226821,289198,1231669,864101,367568,2069758,717577,1352181,26759,372977,2194057,452915,404,301,76,1082,22019,1169117,559293,609824,71621,1.08%
TAMIL NADU,Thiruvarur,2274.0,327219,1264277,626693,637584,946471,503085,452109,317806,123608,194198,540168,369853,170315,724109,256840,467269,3034,430927,1132785,96092,258,151,279,64,1456,408179,321331,86848,4416,6.79%
TAMIL NADU,Thoothukkudi,4745.0,462010,1750176,865021,885155,1349697,703106,341064,400479,161915,238564,748095,503727,244368,1002081,361294,640787,4911,347895,1373920,80740,127,286,53,112,3030,636739,336078,300661,11455,7.90%
MANIPUR,Thoubal,514.0,85965,422168,210845,211323,269304,152617,303438,152864,58228,94636,195319,109377,85942,226849,101468,125381,1808,40593,267146,107323,106,114,24,42347,786,104263,65961,38302,880,16.74%
KERALA,Thrissur,3027.0,759210,3121200,1480763,1640437,2678548,1282261,296297,442652,198502,244150,1095727,789511,306216,2025473,691252,1334221,9430,324350,1823442,532839,259,278,62,585,6251,1051867,336748,715119,56148,0.33%
MADHYA PRADESH,Tikamgarh,5048.0,296116,1445166,760355,684811,747940,459353,311322,697226,301002,396224,655318,402776,252542,789848,357579,432269,67857,361604,1383475,44143,251,109,15569,39,992,382992,322772,60220,1090,47.52%
ASSAM,Tinsukia,3790.0,268598,1327929,680231,647698,798322,453449,238342,529607,226782,302825,557196,366623,190573,770733,313608,457125,82066,37688,1181347,48373,1999,16228,837,395,1873,381614,290704,90910,5135,36.70%
ARUNACHAL PRADESH,Tirap,2362.0,20611,111975,57604,54371,47974,29313,24530,64001,28291,35710,50169,27545,22624,61806,30059,31747,98372,0,20682,1103,61,778,43,5325,622,24920,18420,6500,98,28.30%
TAMIL NADU,Tiruchirappalli,4509.0,698404,2722290,1352284,1370006,2038981,1087765,521016,683309,264519,418790,1213979,789206,424773,1508311,563078,945233,18198,466561,2279413,190964,324,250,628,253,4302,875727,452707,423020,30046,3.73%
TAMIL NADU,Tirunelveli,6693.0,815528,3077233,1520912,1556321,2273457,1210710,1125478,803776,310202,493574,1436454,876175,560279,1640779,644737,996042,10270,569714,2425630,303368,268,373,144,450,4746,1064667,547962,516705,19070,5.52%
TAMIL NADU,Tiruppur,5187.0,712210,2479052,1246159,1232893,1760566,959623,317449,718486,286536,431950,1266137,819783,446354,1212915,426376,786539,5458,395876,2278835,123983,455,198,371,119,5076,894908,356886,538022,17181,3.11%
TAMIL NADU,Tiruvannamalai,6188.0,588836,2464875,1235889,1228986,1626813,909803,1348504,838062,326086,511976,1238177,738995,499182,1226698,496894,729804,90954,565329,2294369,91636,232,157,7898,110,3486,710163,563102,147061,6445,5.92%
RAJASTHAN,Tonk,7194.0,266870,1421326,728136,693190,749659,478329,1713911,671667,249807,421860,649161,371848,277313,772165,356288,415877,178207,287903,1243527,153146,378,122,22458,30,911,380666,298911,81755,1908,25.23%
